City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,balkanabat,39.5108,54.3671,9.97,56,32,2.42,TM,1730912743
288,rurrenabaque,-14.4413,-67.5278,28.83,78,75,1.54,BO,1730912744
289,kirensk,57.7853,108.1119,-9.83,98,100,0.49,RU,1730912745
290,gatton,-27.55,152.2833,21.79,77,53,0.74,AU,1730912746
291,khorixas,-20.3667,14.9667,25.75,21,5,6.44,NA,1730912747
292,ceelbuur,4.685,46.6176,28.18,60,77,7.96,SO,1730912749
293,lycksele,64.5954,18.6735,4.93,87,40,4.12,SE,1730912750
294,long beach,33.767,-118.1892,20.76,48,75,5.36,US,1730912654
295,minas de marcona,-15.2119,-75.1103,20.74,50,81,7.65,PE,1730912752
296,bambanglipuro,-7.95,110.2833,26.09,83,94,3.31,ID,1730912753
297,khandyga,62.6667,135.6,-21.63,97,100,1.31,RU,1730912754
298,surab,28.4914,66.2585,19.05,24,0,2.94,PK,1730912756
299,remire-montjoly,4.9167,-52.2667,34.02,59,20,4.63,GF,1730912757
300,rong'an,26.1247,119.1214,13.34,85,11,1.7,CN,1730912758
301,inarajan village,13.2736,144.7484,26.89,93,100,2.12,GU,1730912759
302,eirunepe,-6.6603,-69.8736,36.33,37,100,1.34,BR,1730912760
303,perm,58.0174,56.2855,-9.3,73,75,5.0,RU,1730912762
304,turpan,42.9333,89.1667,12.82,39,82,1.84,CN,1730912763
305,muynoq,43.7683,59.0214,4.07,42,45,8.15,UZ,1730912764
306,mogocha,53.7333,119.7667,-15.79,99,87,1.09,RU,1730912765
307,winslow,35.0242,-110.6974,1.1,80,0,1.54,US,1730912766
308,dadukou,26.5479,101.7054,16.58,95,100,1.15,CN,1730912767
309,prince rupert,54.3161,-130.3201,11.05,84,75,18.52,CA,1730912770
310,lompoc,34.6391,-120.4579,18.41,54,40,2.06,US,1730912771
311,east ballina,-28.8667,153.5833,20.72,91,16,4.16,AU,1730912772
312,krasnogvardeyskoye,45.8456,41.5186,5.21,86,99,7.19,RU,1730912773
313,chibougamau,49.9168,-74.3659,1.79,93,100,3.6,CA,1730912775
314,port isabel,26.0734,-97.2086,28.37,75,0,4.63,US,1730912776
315,buellton,34.6136,-120.1927,17.8,40,0,1.54,US,1730912777
316,santa elena de uairen,4.6167,-61.1333,29.71,41,29,2.02,VE,1730912778
317,talikota,16.4833,76.3167,23.33,53,4,4.25,IN,1730912779
318,porbandar,21.6422,69.6093,28.32,61,0,4.22,IN,1730912780
319,masterton,-40.9597,175.6575,12.53,98,100,1.35,NZ,1730912519
320,huinca renanco,-34.8404,-64.3758,27.74,34,99,1.77,AR,1730912783
321,ovruch,51.3246,28.8035,4.54,85,1,2.87,UA,1730912784
322,miles city,46.4083,-105.8406,0.54,80,100,8.75,US,1730912785
323,xining,36.6167,101.7667,6.29,40,0,0.9,CN,1730912786
324,itaberai,-16.0203,-49.8103,22.87,86,100,2.45,BR,1730912787
325,katsuura,35.1333,140.3,14.91,79,32,5.34,JP,1730912789
326,marsh harbour,26.5412,-77.0636,26.65,83,100,10.63,BS,1730912790
327,strelka,58.0728,93.0344,-3.09,90,68,2.51,RU,1730912791
328,auki,-8.7676,160.7034,25.0,84,96,2.07,SB,1730912792
329,sittwe,20.15,92.9,23.79,80,29,3.51,MM,1730912793
330,kharp,66.8014,65.8081,-10.02,90,44,3.55,RU,1730912795
331,ibiza,38.9088,1.433,20.9,83,20,2.06,ES,1730912796
332,atafu village,-8.5421,-172.5159,27.73,71,52,2.43,TK,1730912797
333,kitimat,54.0524,-128.6534,7.73,28,100,2.78,CA,1730912798
334,ilhabela,-23.7781,-45.3581,25.34,85,25,1.73,BR,1730912801
335,catriel,-37.8791,-67.7956,22.89,21,100,4.01,AR,1730912802
336,carahue,-38.7,-73.1667,19.41,42,80,2.64,CL,1730912803
337,crespo,-32.0287,-60.3066,29.9,37,23,2.35,AR,1730912804
338,badger,64.8,-147.5333,-5.91,87,75,2.57,US,1730912805
339,kas,36.2018,29.6377,17.03,71,0,1.95,TR,1730912806
340,jiuquan,39.7432,98.5174,12.38,16,100,4.06,CN,1730912809
341,boa vista,2.8197,-60.6733,33.99,40,40,5.66,BR,1730912810
342,nizao,18.25,-70.2,29.96,64,56,8.73,DO,1730912811
343,mushie,-3.0167,16.9,26.36,77,44,0.78,CD,1730912812
344,santiago,-33.4569,-70.6483,27.32,27,0,4.12,CL,1730912709
345,yoko,5.5333,12.3167,23.13,62,39,1.19,CM,1730912815
346,urengoy,65.9667,78.3667,-13.91,97,65,3.6,RU,1730912816
347,mbekenyera,-10.0,38.9833,24.6,73,1,4.54,TZ,1730912817
348,bata,1.8639,9.7658,26.44,84,89,3.02,GQ,1730912818
349,gornozavodsk,58.3758,58.3211,-7.11,93,100,1.63,RU,1730912819
350,akureyri,65.6835,-18.0878,2.8,73,100,1.72,IS,1730912821
351,mount isa,-20.7333,139.5,24.87,41,37,0.0,AU,1730912822
352,fisterra,42.9049,-9.2629,17.17,91,55,2.68,ES,1730912823
353,carauari,-4.8828,-66.8958,36.29,38,100,1.93,BR,1730912824
354,bubaque,11.2833,-15.8333,29.27,64,0,3.6,GW,1730912825
355,chernyshevskiy,63.0128,112.4714,-9.86,94,99,3.28,RU,1730912826
356,kyzylorda,44.8528,65.5092,1.01,51,0,8.0,KZ,1730912829
357,saint-pierre,-21.3393,55.4781,24.82,73,20,2.06,RE,1730912830
358,kariapatti,9.6751,78.0999,27.29,78,40,2.06,IN,1730912831
359,keta,5.9179,0.9879,29.16,64,29,4.32,GH,1730912832
360,kabalo,-6.05,26.9167,21.73,93,97,0.31,CD,1730912833
361,carmarthen,51.8555,-4.3054,14.38,88,100,3.09,GB,1730912835
362,huilong,31.8111,121.655,12.62,64,4,3.21,CN,1730912836
363,ulsteinvik,62.3432,5.8487,10.73,89,98,0.89,NO,1730912837
364,zhezqazghan,47.7833,67.7667,-1.43,68,75,15.06,KZ,1730912838
365,waingapu,-9.6567,120.2641,27.4,70,100,1.94,ID,1730912839
366,catia la mar,10.6038,-67.0303,33.11,66,20,2.06,VE,1730912841
367,ried im innkreis,48.2112,13.4886,7.6,91,66,1.5,AT,1730912842
368,sitka,57.0531,-135.33,5.94,75,100,1.54,US,1730912843
369,pingliang,35.5392,106.6861,8.82,79,49,1.62,CN,1730912847
370,say,13.1007,2.3689,30.48,16,3,3.3,NE,1730912849
371,loudeac,48.1783,-2.7543,13.25,88,26,2.73,FR,1730912850
372,aldinga beach,-35.2793,138.4604,13.7,81,97,1.37,AU,1730912851
373,harstad,68.799,16.5293,7.86,96,100,9.39,NO,1730912853
374,tabou,4.423,-7.3528,27.49,73,5,3.6,CI,1730912854
375,neckargemund,49.3922,8.7942,8.43,89,8,1.51,DE,1730912855
376,taungoo,18.9333,96.4333,21.37,99,100,1.92,MM,1730912856
377,sandnessjoen,66.0217,12.6316,9.06,93,75,5.66,NO,1730912857
378,slawharad,53.4446,31.0014,6.71,88,100,4.76,BY,1730912858
379,macia,-25.0269,33.0989,21.05,74,96,3.25,MZ,1730912860
380,sidi ifni,29.3797,-10.173,28.48,32,0,0.34,MA,1730912861
381,vila do maio,15.1333,-23.2167,26.92,75,5,6.47,CV,1730912862
382,new kingman-butler,35.265,-114.0323,8.78,24,0,8.23,US,1730912863
383,queenstown,-31.8976,26.8753,10.58,70,48,4.61,ZA,1730912864
384,dharur,18.8167,76.1167,20.83,62,6,2.7,IN,1730912865
385,acarau,-2.8856,-40.12,30.19,58,100,9.88,BR,1730912868
386,allende,25.2833,-100.0167,24.99,36,0,2.9,MX,1730912590
387,fuyuan,46.4333,127.0833,-5.59,49,32,1.24,CN,1730912870
388,harran,36.86,39.0314,16.68,28,0,2.25,TR,1730912871
389,al kharijah,25.4514,30.5464,21.09,36,0,4.06,EG,1730912873
390,bahia blanca,-38.7196,-62.2724,18.79,43,100,10.28,AR,1730912874
391,antsohihy,-14.8796,47.9875,27.64,73,70,1.6,MG,1730912875
392,saint-joseph,-21.3667,55.6167,24.21,78,30,5.48,RE,1730912876
393,urangan,-25.3,152.9,24.0,77,1,8.02,AU,1730912877
394,nabire,-3.3667,135.4833,24.66,93,100,1.27,ID,1730912878
395,pikeville,37.4793,-82.5188,25.45,66,100,1.34,US,1730912714
396,kourou,5.1552,-52.6478,30.67,61,84,5.06,GF,1730912881
397,luwuk,-0.9516,122.7875,23.33,87,47,0.86,ID,1730912882
398,puerto baquerizo moreno,-0.9,-89.6,23.55,88,75,4.63,EC,1730912883
399,boguchany,58.3814,97.4531,-8.12,97,67,1.06,RU,1730912884
400,shangqiu,34.45,115.65,10.11,49,2,3.25,CN,1730912885
401,northam,51.0333,-4.2167,13.67,91,100,4.22,GB,1730912887
402,sidi akkacha,36.4647,1.3026,17.47,84,55,3.5,DZ,1730912888
403,kapuskasing,49.4169,-82.4331,5.65,78,74,3.47,CA,1730912889
404,kingston,17.997,-76.7936,30.09,80,100,3.5,JM,1730912890
405,mejit,10.2753,170.8646,28.66,79,100,10.27,MH,1730912891
406,inverell,-29.7833,151.1167,23.15,67,82,2.24,AU,1730912893
407,nasiriyah,31.0521,46.261,23.73,29,14,3.69,IQ,1730912894
408,nefteyugansk,61.0998,72.6035,-5.55,90,100,6.99,RU,1730912895
409,callao,-12.0667,-77.15,23.18,73,100,3.6,PE,1730912896
410,mandan,46.8267,-100.8896,5.99,92,100,5.14,US,1730912897
411,yongchuan,29.3514,105.8947,17.31,87,100,0.65,CN,1730912898
412,mogadishu,2.0371,45.3438,26.33,82,44,7.63,SO,1730912900
413,hurricane,37.1753,-113.2899,8.6,35,0,3.13,US,1730912901
414,oriximina,-1.7656,-55.8661,37.77,30,53,2.16,BR,1730912902
415,tayu,-6.5397,111.0518,27.26,79,98,2.02,ID,1730912904
416,arraial do cabo,-22.9661,-42.0278,26.92,74,0,11.32,BR,1730912906
417,mitu,1.1983,-70.1733,35.1,43,90,0.72,CO,1730912907
418,ungheni,47.2042,27.7958,7.36,60,0,1.54,MD,1730912908
419,lumut,4.2323,100.6298,26.85,83,100,2.48,MY,1730912912
420,raojan,22.537,91.9198,21.25,92,36,0.7,BD,1730912913
421,holmsund,63.706,20.3641,4.97,100,0,2.57,SE,1730912915
422,kerikeri,-35.2268,173.9474,9.39,90,97,1.2,NZ,1730912917
423,oranjestad,12.524,-70.027,28.82,78,100,7.13,AW,1730912918
424,el jadid,33.2549,-8.506,21.91,71,0,6.98,MA,1730912919
425,rio grande,-32.035,-52.0986,19.6,91,97,5.91,BR,1730912762
426,forster,-32.1667,152.5167,20.73,86,80,2.52,AU,1730912921
427,tarawa,1.419,172.984,28.05,83,20,2.06,KI,1730912923
428,sungai penuh,-2.0833,101.3833,19.42,95,100,1.4,ID,1730912924
429,shenjiamen,29.9576,122.298,16.39,56,42,5.78,CN,1730912925
430,kavieng,-2.5744,150.7967,28.08,77,79,3.68,PG,1730912926
431,mpanda,-6.3655,31.0409,18.9,94,100,0.83,TZ,1730912929
432,spring creek,40.7266,-115.5859,-3.99,76,1,1.85,US,1730912930
433,betio village,1.358,172.9211,28.02,76,100,6.51,KI,1730912931
434,jumla,29.2747,82.1838,7.74,91,16,1.74,NP,1730912932
435,la sarre,48.8002,-79.1996,5.46,73,93,3.03,CA,1730912933
436,forbes,-33.3833,148.0167,24.08,40,90,2.99,AU,1730912936
437,wick,58.4333,-3.0833,12.03,87,20,1.03,GB,1730912937
438,tchintabaraden,15.8969,5.7985,28.34,14,0,4.16,NE,1730912938
439,gaspe,48.8334,-64.4819,7.0,99,100,2.84,CA,1730912939
440,taltal,-25.4,-70.4833,17.38,71,18,2.39,CL,1730912941
441,igarka,67.4667,86.5833,-11.49,98,96,4.92,RU,1730912942
442,bochum,51.4833,7.2167,7.05,98,3,0.45,DE,1730912943
443,ngaruawahia,-37.6674,175.1555,13.44,89,100,1.34,NZ,1730912945
444,acapulco de juarez,16.8634,-99.8901,29.9,79,40,2.06,MX,1730912889
445,homer,59.6425,-151.5483,4.87,82,75,2.06,US,1730912948
446,delta,5.5,6.0,27.43,77,98,2.06,NG,1730912949
447,usakos,-22.0,15.6,25.34,22,2,5.72,NA,1730912950
448,westport,41.1415,-73.3579,25.64,64,1,1.79,US,1730912951
449,tinogasta,-28.0632,-67.5649,29.67,30,0,5.71,AR,1730912952
450,tsiombe,-25.3,45.4833,23.72,82,100,2.4,MG,1730912954
451,madinat ash shamal,26.1293,51.2009,26.83,70,0,6.28,QA,1730912955
452,brisas de zicatela,15.8369,-97.0419,30.29,70,40,3.6,MX,1730912956
453,araripe,-7.2125,-40.0461,34.16,22,32,3.78,BR,1730912957
454,gisborne,-38.6533,178.0042,12.62,92,100,2.33,NZ,1730912958
455,kaliganj,23.4095,89.1402,24.89,71,0,1.98,BD,1730912959
456,datong,40.0936,113.2914,5.54,45,91,1.26,CN,1730912961
457,lautoka,-17.6167,177.4667,23.92,73,40,4.12,FJ,1730912962
458,yarkovo,57.4028,67.0786,-3.25,92,100,8.0,RU,1730912963
459,yeppoon,-23.1333,150.7333,20.68,84,0,3.84,AU,1730912964
460,zhosaly,45.4878,64.0781,2.83,51,28,11.12,KZ,1730912965
461,kiama,-34.6833,150.8667,19.58,95,94,2.48,AU,1730912966
462,quellon,-43.1167,-73.6167,11.41,55,45,2.63,CL,1730912968
463,nueva helvecia,-34.3,-57.2333,25.89,38,4,3.15,UY,1730912969
464,mgandu,-5.95,34.1333,23.87,33,58,1.09,TZ,1730912970
465,nuku'alofa,-21.1333,-175.2,20.19,88,40,2.57,TO,1730912971
466,rabo de peixe,37.8,-25.5833,17.77,99,20,7.2,PT,1730912972
467,nemuro,43.3236,145.575,5.74,70,77,1.45,JP,1730912973
468,kodinsk,58.6881,99.1844,-8.31,98,76,1.14,RU,1730912975
469,lyubinskiy,55.1542,72.6925,-1.68,86,87,9.85,RU,1730912976
470,los llanos de aridane,28.6585,-17.9182,20.86,91,0,1.54,ES,1730912977
471,lerwick,60.1545,-1.1494,11.21,95,91,4.29,GB,1730912978
472,korla,41.7597,86.1469,11.83,45,65,5.04,CN,1730912979
473,port saint john's,-31.6229,29.5448,17.06,68,78,2.67,ZA,1730912980
474,perry,37.2506,-83.1999,24.4,57,100,4.49,US,1730912982
475,cestos city,5.46,-9.5828,28.37,67,2,4.55,LR,1730912984
476,cuito,-12.3833,16.9333,19.36,74,100,1.43,AO,1730912985
477,hovd,48.0056,91.6419,2.21,66,0,1.52,MN,1730912987
478,scottburgh,-30.2867,30.7532,18.17,69,85,5.5,ZA,1730912988
479,mata-utu,-13.2816,-176.1745,27.67,77,97,8.51,WF,1730912989
480,valdivia,-39.8142,-73.2459,17.05,42,100,2.25,CL,1730912990
481,chinsali,-10.5414,32.0816,23.65,48,78,2.11,ZM,1730912991
482,inhambane,-23.865,35.3833,23.93,82,100,5.94,MZ,1730912992
483,pulsano,40.3821,17.3564,18.23,69,43,1.34,IT,1730912994
484,conduaga,8.862,117.4893,25.66,90,81,1.05,PH,1730912995
485,kismayo,-0.3582,42.5454,26.51,86,42,4.17,SO,1730912996
486,sarkand,45.41,79.9186,11.25,84,100,1.72,KZ,1730912997
487,qianzhou,28.3167,109.7167,13.13,62,8,0.98,CN,1730912998
488,cherdyn',60.403,56.4787,-9.14,97,9,1.03,RU,1730912999
489,kupang,-10.1667,123.5833,27.18,82,100,1.82,ID,1730913001
490,wajir,1.7471,40.0573,31.11,47,99,3.57,KE,1730913002
491,uturoa,-16.7333,-151.4333,27.12,79,100,2.82,PF,1730913003
492,kimberley,-28.7323,24.7623,21.7,14,47,3.04,ZA,1730913004
493,palikir - national government center,6.9248,158.1611,24.41,94,40,1.54,FM,1730913005
494,madang,-5.2246,145.7966,24.01,94,86,2.56,PG,1730913006
495,kani keli,-12.9536,45.1033,27.59,79,1,3.51,YT,1730913008
496,jangaon,17.7167,79.1833,21.33,66,6,2.92,IN,1730913009
497,torghay,49.6339,63.4981,-2.03,91,100,13.24,KZ,1730913010
498,damara,4.9608,18.7035,25.43,76,55,1.01,CF,1730913011
499,elin pelin,42.6667,23.6,5.72,60,11,3.09,BG,1730913012
500,lewistown,40.5992,-77.5714,23.67,60,75,2.57,US,1730912769
501,glendive,47.1053,-104.7125,-0.21,86,100,8.75,US,1730912902
502,nadym,65.5333,72.5167,-12.95,94,21,2.98,RU,1730913016
503,oneonta,42.4529,-75.0638,20.59,84,52,5.29,US,1730913017
504,al ghayzah,16.2079,52.176,27.51,62,0,4.06,YE,1730913018
505,port douglas,-16.4833,145.4667,23.97,77,56,3.9,AU,1730913019
506,bonthe,7.5264,-12.505,29.07,64,0,4.71,SL,1730913021
507,muravlenko,63.7898,74.523,-14.3,96,19,2.24,RU,1730913022
508,kyaikkami,16.08,97.5675,25.91,79,97,2.79,MM,1730913023
509,lloydminster,53.2835,-110.0016,-0.23,57,100,5.86,CA,1730913024
510,tromso,69.6496,18.957,6.01,93,75,6.69,NO,1730913025
511,khanty-mansiysk,61.0042,69.0019,-6.94,86,75,3.0,RU,1730913026
512,tosontsengel,48.7567,98.2839,-4.66,93,84,0.29,MN,1730913028
513,taoudenni,22.6783,-3.9836,33.97,11,90,5.29,ML,1730913029
514,mongo,12.1844,18.693,30.56,24,1,2.88,TD,1730913030
515,hilo,19.7297,-155.09,22.85,94,40,3.09,US,1730912914
516,portland,45.5234,-122.6762,7.93,95,20,1.79,US,1730912548
517,kandri,21.4167,79.2667,20.3,63,3,2.47,IN,1730913033
518,san sebastian de la gomera,28.0916,-17.1133,23.2,78,20,2.06,ES,1730913035
519,punta cana,18.5818,-68.4043,30.87,66,20,5.14,DO,1730913036
520,sorong,-0.8833,131.25,26.31,85,100,2.74,ID,1730913037
521,tostado,-29.232,-61.7692,32.21,50,89,1.5,AR,1730913038
522,kralendijk,12.15,-68.2667,29.99,70,75,6.69,BQ,1730913039
523,grand falls-windsor,48.9332,-55.6649,6.33,96,100,2.28,CA,1730913001
524,hengchun,22.0042,120.7439,22.32,73,91,12.41,TW,1730913042
525,grand-bassam,5.2118,-3.7388,28.98,72,32,3.88,CI,1730913043
526,levuka,50.1834,-105.4011,-1.15,86,75,6.17,CA,1730913044
527,kenai,60.5544,-151.2583,3.05,93,100,2.57,US,1730912821
528,nouadhibou,20.931,-17.0347,19.87,91,8,7.43,MR,1730913050
529,san luis de la loma,17.2706,-100.8939,29.28,65,13,1.59,MX,1730913051
530,bantay,17.5847,120.3892,25.73,85,92,9.95,PH,1730913053
531,hammerfest,70.6634,23.6821,1.25,93,75,2.06,NO,1730913054
532,tamanrasset,22.785,5.5228,22.95,16,0,4.12,DZ,1730913055
533,san clemente del tuyu,-36.3569,-56.7235,20.0,57,10,4.02,AR,1730913056
534,marka,1.7159,44.7717,26.1,84,51,6.89,SO,1730913057
535,bowen,-20.0167,148.2333,23.22,75,0,4.6,AU,1730913058
536,belozersk,60.0326,37.7957,2.17,95,100,5.65,RU,1730913060
537,chipata,-13.6333,32.65,27.14,27,56,2.84,ZM,1730913061
538,watford city,47.8022,-103.2832,-0.08,100,100,6.69,US,1730913061
539,rundu,-17.9333,19.7667,24.76,56,96,3.13,NA,1730913063
540,douentza,14.9951,-2.9517,32.33,11,0,4.8,ML,1730913064
541,viedma,-40.8135,-62.9967,18.63,15,91,8.71,AR,1730913065
542,nizhneangarsk,55.7833,109.55,-5.71,84,100,1.93,RU,1730913067
543,fort mcmurray,56.7268,-111.381,1.73,69,100,5.14,CA,1730912798
544,papao,-17.75,-149.55,25.82,78,85,1.07,PF,1730913069
545,geraldton,-28.7667,114.6,14.23,77,0,4.12,AU,1730913070
546,lamu,-2.2717,40.902,26.47,86,78,4.37,KE,1730913071
547,piro,25.3333,84.4167,23.6,58,0,1.05,IN,1730913072
548,sao gabriel da cachoeira,-0.1303,-67.0892,36.19,39,91,1.32,BR,1730913074
549,adam,22.3756,57.5233,27.71,38,0,3.38,OM,1730913075
550,dabakala,8.3667,-4.4333,29.7,40,1,0.59,CI,1730913076
551,kyabe,9.4515,18.9449,28.57,31,3,1.59,TD,1730913077
552,funadhoo,6.15,73.2667,28.01,73,83,1.69,MV,1730913078
553,campoverde,-8.4753,-74.8058,33.83,38,29,1.53,PE,1730913080
554,tidjikja,18.5564,-11.4271,33.46,11,0,5.96,MR,1730913081
555,brasileia,-11.0161,-68.7481,33.25,62,100,1.54,BR,1730913082
556,nadi,-17.8,177.4167,24.0,73,40,4.12,FJ,1730912966
557,syanno,54.8106,29.7069,7.74,83,100,6.85,BY,1730913084
558,palmares do sul,-30.2578,-50.5097,26.58,69,100,5.96,BR,1730913085
559,laojunmiao,39.8333,97.7333,7.55,23,100,1.64,CN,1730913087
560,tobruk,32.0836,23.9764,19.97,64,8,6.65,LY,1730913088
561,andirin,37.5776,36.3549,8.98,41,0,3.32,TR,1730913089
562,al bawiti,28.3492,28.8659,19.78,45,0,4.06,EG,1730913090
563,juneau,58.3019,-134.4197,4.12,100,100,0.0,US,1730913091
564,dosso,13.049,3.1937,29.5,17,2,3.4,NE,1730913092
565,el nido,11.1858,119.3956,26.19,95,96,1.88,PH,1730913094
566,falaise,48.8922,-0.1953,12.24,90,47,2.32,FR,1730913095
567,sambava,-14.2667,50.1667,24.23,85,8,3.53,MG,1730913096
568,tual,-5.6667,132.75,28.4,79,50,4.84,ID,1730913097
569,zhaoyuan,37.3592,120.3964,7.42,59,5,2.4,CN,1730913100
570,i-n-salah,27.1935,2.4607,29.33,15,100,4.85,DZ,1730913101
571,mulayjah,27.271,48.4242,23.82,32,35,3.21,SA,1730913102
572,tbeng meanchey,13.8167,104.9667,21.91,96,75,0.83,KH,1730913103
573,robertsport,6.7533,-11.3686,28.57,69,0,4.29,LR,1730913104
574,kolonia,50.9333,6.95,9.51,92,100,0.51,DE,1730913105
